day,slot,mechanism,location,kl15,note
141,1,evaporation,loading bays,0.004592,vapour displaced from road tankers
141,1,leakage,SEG-B,0.504,step change from onset
141,1,seepage,SEG-D,0.7741,quadratic growth from onset
141,2,evaporation,TK-02,0.002745,"PV valve, set 2.5 kPa"
141,2,evaporation,TK-03,0.000217,FREE VENT - PV valve missing/stuck open
141,2,evaporation,loading bays,0.002166,vapour displaced from road tankers
141,2,leakage,SEG-B,0.288,step change from onset
141,2,seepage,SEG-D,0.4424,quadratic growth from onset
142,0,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
142,0,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
142,0,evaporation,TK-03,0.003759,FREE VENT - PV valve missing/stuck open
142,0,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
142,0,evaporation,TK-05,0.0,"PV valve, set 2.5 kPa"
142,0,evaporation,loading bays,0.002574,vapour displaced from road tankers
142,0,leakage,SEG-B,0.408,step change from onset
142,0,seepage,SEG-D,0.6398,quadratic growth from onset
142,1,evaporation,TK-03,0.000236,FREE VENT - PV valve missing/stuck open
142,1,evaporation,TK-05,0.004917,"PV valve, set 2.5 kPa"
142,1,evaporation,loading bays,0.004907,vapour displaced from road tankers
142,1,leakage,SEG-B,0.504,step change from onset
142,1,seepage,SEG-D,0.7904,quadratic growth from onset
142,2,evaporation,TK-03,0.000219,FREE VENT - PV valve missing/stuck open
142,2,evaporation,TK-04,0.002583,"PV valve, set 2.5 kPa"
142,2,evaporation,loading bays,0.002723,vapour displaced from road tankers
142,2,leakage,SEG-B,0.288,step change from onset
142,2,seepage,SEG-D,0.4516,quadratic growth from onset
143,0,evaporation,TK-01,0.00311,"PV valve, set 2.5 kPa"
143,0,evaporation,TK-03,0.000189,FREE VENT - PV valve missing/stuck open
143,0,evaporation,loading bays,0.002665,vapour displaced from road tankers
143,0,leakage,SEG-B,0.408,step change from onset
143,0,seepage,SEG-D,0.6531,quadratic growth from onset
143,1,evaporation,TK-02,0.005925,"PV valve, set 2.5 kPa"
143,1,evaporation,TK-03,0.000259,FREE VENT - PV valve missing/stuck open
143,1,evaporation,loading bays,0.004074,vapour displaced from road tankers
143,1,leakage,SEG-B,0.504,step change from onset
143,1,seepage,SEG-D,0.8067,quadratic growth from onset
143,2,evaporation,TK-03,0.000208,FREE VENT - PV valve missing/stuck open
143,2,evaporation,TK-04,0.002372,"PV valve, set 2.5 kPa"
143,2,evaporation,loading bays,0.001698,vapour displaced from road tankers
143,2,leakage,SEG-B,0.288,step change from onset
143,2,seepage,SEG-D,0.461,quadratic growth from onset
144,0,evaporation,TK-03,0.000209,FREE VENT - PV valve missing/stuck open
144,0,evaporation,TK-05,0.003414,"PV valve, set 2.5 kPa"
144,0,evaporation,loading bays,0.00312,vapour displaced from road tankers
144,0,leakage,SEG-B,0.408,step change from onset
144,0,seepage,SEG-D,0.6665,quadratic growth from onset
144,1,evaporation,TK-03,0.005217,FREE VENT - PV valve missing/stuck open
144,1,evaporation,loading bays,0.004245,vapour displaced from road tankers
144,1,leakage,SEG-B,0.504,step change from onset
144,1,seepage,SEG-D,0.8233,quadratic growth from onset
144,2,evaporation,TK-01,0.002637,"PV valve, set 2.5 kPa"
144,2,evaporation,TK-03,0.000188,FREE VENT - PV valve missing/stuck open
144,2,evaporation,loading bays,0.001811,vapour displaced from road tankers
144,2,leakage,SEG-B,0.288,step change from onset
144,2,seepage,SEG-D,0.4704,quadratic growth from onset
145,0,evaporation,TK-03,0.00018,FREE VENT - PV valve missing/stuck open
145,0,evaporation,TK-04,0.0036,"PV valve, set 2.5 kPa"
145,0,evaporation,loading bays,0.002506,vapour displaced from road tankers
145,0,leakage,SEG-B,0.408,step change from onset
145,0,seepage,SEG-D,0.68,quadratic growth from onset
145,1,evaporation,TK-03,0.00026,FREE VENT - PV valve missing/stuck open
145,1,evaporation,TK-05,0.006067,"PV valve, set 2.5 kPa"
145,1,evaporation,loading bays,0.004526,vapour displaced from road tankers
145,1,leakage,SEG-B,0.504,step change from onset
145,1,seepage,SEG-D,0.84,quadratic growth from onset
145,2,evaporation,TK-02,0.002408,"PV valve, set 2.5 kPa"
145,2,evaporation,TK-03,0.000211,FREE VENT - PV valve missing/stuck open
145,2,evaporation,loading bays,0.002736,vapour displaced from road tankers
145,2,leakage,SEG-B,0.288,step change from onset
145,2,seepage,SEG-D,0.48,quadratic growth from onset
146,0,evaporation,TK-01,0.003054,"PV valve, set 2.5 kPa"
146,0,evaporation,TK-03,0.000196,FREE VENT - PV valve missing/stuck open
146,0,evaporation,loading bays,0.002024,vapour displaced from road tankers
146,0,leakage,SEG-B,0.408,step change from onset
146,0,seepage,SEG-D,0.6937,quadratic growth from onset
146,1,evaporation,TK-03,0.000274,FREE VENT - PV valve missing/stuck open
146,1,evaporation,TK-04,0.006068,"PV valve, set 2.5 kPa"
146,1,evaporation,loading bays,0.004891,vapour displaced from road tankers
146,1,leakage,SEG-B,0.504,step change from onset
146,1,seepage,SEG-D,0.8569,quadratic growth from onset
146,2,evaporation,TK-02,0.002446,"PV valve, set 2.5 kPa"
146,2,evaporation,TK-03,0.000223,FREE VENT - PV valve missing/stuck open
146,2,evaporation,loading bays,0.001921,vapour displaced from road tankers
146,2,leakage,SEG-B,0.288,step change from onset
146,2,seepage,SEG-D,0.4896,quadratic growth from onset
147,0,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
147,0,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
147,0,evaporation,TK-03,0.000211,FREE VENT - PV valve missing/stuck open
147,0,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
147,0,evaporation,TK-05,0.003499,"PV valve, set 2.5 kPa"
147,0,evaporation,loading bays,0.002754,vapour displaced from road tankers
147,0,leakage,SEG-B,0.408,step change from onset
147,0,seepage,SEG-D,0.7075,quadratic growth from onset
147,1,evaporation,TK-03,0.0057,FREE VENT - PV valve missing/stuck open
147,1,evaporation,loading bays,0.004727,vapour displaced from road tankers
147,1,leakage,SEG-B,0.504,step change from onset
147,1,seepage,SEG-D,0.8739,quadratic growth from onset
147,2,evaporation,TK-01,0.002483,"PV valve, set 2.5 kPa"
147,2,evaporation,TK-03,0.000193,FREE VENT - PV valve missing/stuck open
147,2,evaporation,loading bays,0.002416,vapour displaced from road tankers
147,2,leakage,SEG-B,0.288,step change from onset
147,2,seepage,SEG-D,0.4994,quadratic growth from onset
148,0,evaporation,TK-02,0.003771,"PV valve, set 2.5 kPa"
148,0,evaporation,TK-03,0.000188,FREE VENT - PV valve missing/stuck open
148,0,evaporation,loading bays,0.00304,vapour displaced from road tankers
148,0,leakage,SEG-B,0.408,step change from onset
148,0,seepage,SEG-D,0.7214,quadratic growth from onset
148,1,evaporation,TK-03,0.000258,FREE VENT - PV valve missing/stuck open
148,1,evaporation,TK-05,0.00504,"PV valve, set 2.5 kPa"
148,1,evaporation,loading bays,0.003853,vapour displaced from road tankers
148,1,leakage,SEG-B,0.504,step change from onset
148,1,seepage,SEG-D,0.8912,quadratic growth from onset
148,2,evaporation,TK-01,0.002468,"PV valve, set 2.5 kPa"
148,2,evaporation,TK-03,0.000205,FREE VENT - PV valve missing/stuck open
148,2,evaporation,loading bays,0.002029,vapour displaced from road tankers
148,2,leakage,SEG-B,0.288,step change from onset
148,2,seepage,SEG-D,0.5092,quadratic growth from onset
149,0,evaporation,TK-03,0.000206,FREE VENT - PV valve missing/stuck open
149,0,evaporation,TK-04,0.003724,"PV valve, set 2.5 kPa"
149,0,evaporation,loading bays,0.002722,vapour displaced from road tankers
149,0,leakage,SEG-B,0.408,step change from onset
149,0,seepage,SEG-D,0.7355,quadratic growth from onset
149,1,evaporation,TK-02,0.005922,"PV valve, set 2.5 kPa"
149,1,evaporation,TK-03,0.000266,FREE VENT - PV valve missing/stuck open
149,1,evaporation,loading bays,0.00408,vapour displaced from road tankers
149,1,leakage,SEG-B,0.504,step change from onset
149,1,seepage,SEG-D,0.9085,quadratic growth from onset
149,2,evaporation,TK-03,0.00023,FREE VENT - PV valve missing/stuck open
149,2,evaporation,TK-05,0.002095,"PV valve, set 2.5 kPa"
149,2,evaporation,loading bays,0.002175,vapour displaced from road tankers
149,2,leakage,SEG-B,0.288,step change from onset
149,2,seepage,SEG-D,0.5192,quadratic growth from onset
150,0,evaporation,TK-01,0.002766,"PV valve, set 2.5 kPa"
150,0,evaporation,TK-03,0.000218,FREE VENT - PV valve missing/stuck open
150,0,evaporation,loading bays,0.00228,vapour displaced from road tankers
150,0,leakage,SEG-B,0.408,step change from onset
150,0,seepage,SEG-D,0.7497,quadratic growth from onset
150,1,evaporation,TK-03,0.007304,FREE VENT - PV valve missing/stuck open
150,1,evaporation,loading bays,0.004772,vapour displaced from road tankers
150,1,leakage,SEG-B,0.504,step change from onset
150,1,seepage,SEG-D,0.9261,quadratic growth from onset
150,2,evaporation,TK-03,0.000177,FREE VENT - PV valve missing/stuck open
150,2,evaporation,TK-04,0.002685,"PV valve, set 2.5 kPa"
150,2,evaporation,loading bays,0.001959,vapour displaced from road tankers
150,2,leakage,SEG-B,0.288,step change from onset
150,2,seepage,SEG-D,0.5292,quadratic growth from onset
151,0,evaporation,TK-03,0.000174,FREE VENT - PV valve missing/stuck open
151,0,evaporation,TK-05,0.003689,"PV valve, set 2.5 kPa"
151,0,evaporation,loading bays,0.002728,vapour displaced from road tankers
151,0,leakage,SEG-B,0.408,step change from onset
151,0,seepage,SEG-D,0.764,quadratic growth from onset
151,1,evaporation,TK-01,0.005053,"PV valve, set 2.5 kPa"
151,1,evaporation,TK-03,0.000246,FREE VENT - PV valve missing/stuck open
151,1,evaporation,loading bays,0.005017,vapour displaced from road tankers
151,1,leakage,SEG-B,0.504,step change from onset
151,1,seepage,SEG-D,0.9438,quadratic growth from onset
151,2,evaporation,TK-03,0.000202,FREE VENT - PV valve missing/stuck open
151,2,evaporation,TK-04,0.002534,"PV valve, set 2.5 kPa"
151,2,evaporation,loading bays,0.001923,vapour displaced from road tankers
151,2,leakage,SEG-B,0.288,step change from onset
151,2,seepage,SEG-D,0.5393,quadratic growth from onset
152,0,evaporation,TK-02,0.003354,"PV valve, set 2.5 kPa"
152,0,evaporation,TK-03,0.000199,FREE VENT - PV valve missing/stuck open
152,0,evaporation,loading bays,0.00243,vapour displaced from road tankers
152,0,leakage,SEG-B,0.408,step change from onset
152,0,seepage,SEG-D,0.7785,quadratic growth from onset
152,1,evaporation,TK-03,0.000255,FREE VENT - PV valve missing/stuck open
152,1,evaporation,TK-05,0.005941,"PV valve, set 2.5 kPa"
152,1,evaporation,loading bays,0.004413,vapour displaced from road tankers
152,1,leakage,SEG-B,0.504,step change from onset
152,1,seepage,SEG-D,0.9617,quadratic growth from onset
152,2,evaporation,TK-03,0.000219,FREE VENT - PV valve missing/stuck open
152,2,evaporation,TK-04,0.002643,"PV valve, set 2.5 kPa"
152,2,evaporation,loading bays,0.002001,vapour displaced from road tankers
152,2,leakage,SEG-B,0.288,step change from onset
152,2,seepage,SEG-D,0.5496,quadratic growth from onset
153,0,evaporation,TK-01,0.003073,"PV valve, set 2.5 kPa"
153,0,evaporation,TK-03,0.000217,FREE VENT - PV valve missing/stuck open
153,0,evaporation,loading bays,0.002712,vapour displaced from road tankers
153,0,leakage,SEG-B,0.408,step change from onset
153,0,seepage,SEG-D,0.7932,quadratic growth from onset
153,1,evaporation,TK-03,0.006093,FREE VENT - PV valve missing/stuck open
153,1,evaporation,loading bays,0.004406,vapour displaced from road tankers
153,1,leakage,SEG-B,0.504,step change from onset
153,1,seepage,SEG-D,0.9798,quadratic growth from onset
153,2,evaporation,TK-02,0.002453,"PV valve, set 2.5 kPa"
153,2,evaporation,TK-03,0.000173,FREE VENT - PV valve missing/stuck open
153,2,evaporation,loading bays,0.001884,vapour displaced from road tankers
153,2,leakage,SEG-B,0.288,step change from onset
153,2,seepage,SEG-D,0.5599,quadratic growth from onset
154,0,evaporation,TK-03,0.000177,FREE VENT - PV valve missing/stuck open
154,0,evaporation,TK-05,0.003854,"PV valve, set 2.5 kPa"
154,0,evaporation,loading bays,0.003187,vapour displaced from road tankers
154,0,leakage,SEG-B,0.408,step change from onset
154,0,seepage,SEG-D,0.8079,quadratic growth from onset
154,1,evaporation,TK-03,0.000233,FREE VENT - PV valve missing/stuck open
154,1,evaporation,TK-04,0.005601,"PV valve, set 2.5 kPa"
154,1,evaporation,loading bays,0.004883,vapour displaced from road tankers
154,1,leakage,SEG-B,0.504,step change from onset
154,1,seepage,SEG-D,0.998,quadratic growth from onset
154,2,evaporation,TK-01,0.002117,"PV valve, set 2.5 kPa"
154,2,evaporation,TK-03,0.000206,FREE VENT - PV valve missing/stuck open
154,2,evaporation,loading bays,0.00175,vapour displaced from road tankers
154,2,leakage,SEG-B,0.288,step change from onset
154,2,seepage,SEG-D,0.5703,quadratic growth from onset
155,0,evaporation,TK-02,0.002533,"PV valve, set 2.5 kPa"
155,0,evaporation,TK-03,0.00019,FREE VENT - PV valve missing/stuck open
155,0,evaporation,loading bays,0.002152,vapour displaced from road tankers
155,0,leakage,SEG-B,0.408,step change from onset
155,0,seepage,SEG-D,0.8228,quadratic growth from onset
155,1,evaporation,TK-03,0.000248,FREE VENT - PV valve missing/stuck open
155,1,evaporation,TK-05,0.004849,"PV valve, set 2.5 kPa"
155,1,evaporation,loading bays,0.003783,vapour displaced from road tankers
155,1,leakage,SEG-B,0.504,step change from onset
155,1,seepage,SEG-D,1.0164,quadratic growth from onset
155,2,evaporation,TK-01,0.002402,"PV valve, set 2.5 kPa"
155,2,evaporation,TK-03,0.00022,FREE VENT - PV valve missing/stuck open
155,2,evaporation,loading bays,0.002367,vapour displaced from road tankers
155,2,leakage,SEG-B,0.288,step change from onset
155,2,seepage,SEG-D,0.5808,quadratic growth from onset
156,0,evaporation,TK-03,0.002822,FREE VENT - PV valve missing/stuck open
156,0,evaporation,loading bays,0.00293,vapour displaced from road tankers
156,0,leakage,SEG-B,0.408,step change from onset
156,0,seepage,SEG-D,0.8378,quadratic growth from onset
156,1,evaporation,TK-02,0.004946,"PV valve, set 2.5 kPa"
156,1,evaporation,TK-03,0.000245,FREE VENT - PV valve missing/stuck open
156,1,evaporation,loading bays,0.00479,vapour displaced from road tankers
156,1,leakage,SEG-B,0.504,step change from onset
156,1,seepage,SEG-D,1.035,quadratic growth from onset
156,2,evaporation,TK-03,0.000208,FREE VENT - PV valve missing/stuck open
156,2,evaporation,TK-04,0.002568,"PV valve, set 2.5 kPa"
156,2,evaporation,loading bays,0.001837,vapour displaced from road tankers
156,2,leakage,SEG-B,0.288,step change from onset
156,2,seepage,SEG-D,0.5914,quadratic growth from onset
157,0,evaporation,TK-01,0.003847,"PV valve, set 2.5 kPa"
157,0,evaporation,TK-03,0.000201,FREE VENT - PV valve missing/stuck open
157,0,evaporation,loading bays,0.003319,vapour displaced from road tankers
157,0,leakage,SEG-B,0.408,step change from onset
157,0,seepage,SEG-D,0.853,quadratic growth from onset
157,1,evaporation,TK-03,0.000269,FREE VENT - PV valve missing/stuck open
157,1,evaporation,TK-05,0.006034,"PV valve, set 2.5 kPa"
157,1,evaporation,loading bays,0.004738,vapour displaced from road tankers
157,1,leakage,SEG-B,0.504,step change from onset
157,1,seepage,SEG-D,1.0537,quadratic growth from onset
157,2,evaporation,TK-03,0.000217,FREE VENT - PV valve missing/stuck open
157,2,evaporation,TK-04,0.002932,"PV valve, set 2.5 kPa"
157,2,evaporation,loading bays,0.001979,vapour displaced from road tankers
157,2,leakage,SEG-B,0.288,step change from onset
157,2,seepage,SEG-D,0.6021,quadratic growth from onset
158,0,evaporation,TK-03,0.003135,FREE VENT - PV valve missing/stuck open
158,0,evaporation,loading bays,0.003161,vapour displaced from road tankers
158,0,leakage,SEG-B,0.408,step change from onset
158,0,seepage,SEG-D,0.8683,quadratic growth from onset
158,1,evaporation,TK-02,0.004394,"PV valve, set 2.5 kPa"
158,1,evaporation,TK-03,0.000256,FREE VENT - PV valve missing/stuck open
158,1,evaporation,loading bays,0.003874,vapour displaced from road tankers
158,1,leakage,SEG-B,0.504,step change from onset
158,1,seepage,SEG-D,1.0726,quadratic growth from onset
158,2,evaporation,TK-01,0.00256,"PV valve, set 2.5 kPa"
158,2,evaporation,TK-03,0.000207,FREE VENT - PV valve missing/stuck open
158,2,evaporation,loading bays,0.0027,vapour displaced from road tankers
158,2,leakage,SEG-B,0.288,step change from onset
158,2,seepage,SEG-D,0.6129,quadratic growth from onset
159,0,evaporation,TK-03,0.000196,FREE VENT - PV valve missing/stuck open
159,0,evaporation,TK-05,0.003452,"PV valve, set 2.5 kPa"
159,0,evaporation,loading bays,0.002422,vapour displaced from road tankers
159,0,leakage,SEG-B,0.408,step change from onset
159,0,seepage,SEG-D,0.8837,quadratic growth from onset
159,1,evaporation,TK-03,0.000277,FREE VENT - PV valve missing/stuck open
159,1,evaporation,TK-04,0.004666,"PV valve, set 2.5 kPa"
159,1,evaporation,loading bays,0.004757,vapour displaced from road tankers
159,1,leakage,SEG-B,0.504,step change from onset
159,1,seepage,SEG-D,1.0917,quadratic growth from onset
159,2,evaporation,TK-02,0.002983,"PV valve, set 2.5 kPa"
159,2,evaporation,TK-03,0.000247,FREE VENT - PV valve missing/stuck open
159,2,evaporation,loading bays,0.002241,vapour displaced from road tankers
159,2,leakage,SEG-B,0.288,step change from onset
159,2,seepage,SEG-D,0.6238,quadratic growth from onset
160,0,evaporation,TK-01,0.00344,"PV valve, set 2.5 kPa"
160,0,evaporation,TK-03,0.00022,FREE VENT - PV valve missing/stuck open
160,0,evaporation,loading bays,0.002755,vapour displaced from road tankers
160,0,leakage,SEG-B,0.408,step change from onset
160,0,seepage,SEG-D,0.8993,quadratic growth from onset
160,1,evaporation,TK-03,0.006138,FREE VENT - PV valve missing/stuck open
160,1,evaporation,loading bays,0.004145,vapour displaced from road tankers
160,1,leakage,SEG-B,0.504,step change from onset
160,1,seepage,SEG-D,1.1109,quadratic growth from onset
160,2,evaporation,TK-03,0.000192,FREE VENT - PV valve missing/stuck open
160,2,evaporation,TK-05,0.002616,"PV valve, set 2.5 kPa"
160,2,evaporation,loading bays,0.002344,vapour displaced from road tankers
160,2,leakage,SEG-B,0.288,step change from onset
160,2,seepage,SEG-D,0.6348,quadratic growth from onset
161,0,evaporation,TK-03,0.000189,FREE VENT - PV valve missing/stuck open
161,0,evaporation,TK-04,0.003268,"PV valve, set 2.5 kPa"
161,0,evaporation,loading bays,0.00299,vapour displaced from road tankers
161,0,leakage,SEG-B,0.408,step change from onset
161,0,seepage,SEG-D,0.915,quadratic growth from onset
161,1,evaporation,TK-02,0.005056,"PV valve, set 2.5 kPa"
161,1,evaporation,TK-03,0.000247,FREE VENT - PV valve missing/stuck open
161,1,evaporation,loading bays,0.005041,vapour displaced from road tankers
161,1,leakage,SEG-B,0.504,step change from onset
161,1,seepage,SEG-D,1.1303,quadratic growth from onset
161,2,evaporation,TK-03,0.000213,FREE VENT - PV valve missing/stuck open
161,2,evaporation,TK-05,0.002505,"PV valve, set 2.5 kPa"
161,2,evaporation,loading bays,0.001974,vapour displaced from road tankers
161,2,leakage,SEG-B,0.288,step change from onset
161,2,seepage,SEG-D,0.6459,quadratic growth from onset
162,0,evaporation,TK-01,0.004577,"PV valve, set 2.5 kPa"
162,0,evaporation,TK-03,0.000206,FREE VENT - PV valve missing/stuck open
162,0,evaporation,loading bays,0.003315,vapour displaced from road tankers
162,0,leakage,SEG-B,0.408,step change from onset
162,0,seepage,SEG-D,0.9309,quadratic growth from onset
162,1,evaporation,TK-03,0.00026,FREE VENT - PV valve missing/stuck open
162,1,evaporation,TK-05,0.004628,"PV valve, set 2.5 kPa"
162,1,evaporation,loading bays,0.004624,vapour displaced from road tankers
162,1,leakage,SEG-B,0.504,step change from onset
162,1,seepage,SEG-D,1.1499,quadratic growth from onset
162,2,evaporation,TK-03,0.000225,FREE VENT - PV valve missing/stuck open
162,2,evaporation,TK-04,0.00262,"PV valve, set 2.5 kPa"
162,2,evaporation,loading bays,0.001981,vapour displaced from road tankers
162,2,leakage,SEG-B,0.288,step change from onset
162,2,seepage,SEG-D,0.6571,quadratic growth from onset
163,0,evaporation,TK-02,0.003632,"PV valve, set 2.5 kPa"
163,0,evaporation,TK-03,0.000223,FREE VENT - PV valve missing/stuck open
163,0,evaporation,loading bays,0.003415,vapour displaced from road tankers
163,0,leakage,SEG-B,0.408,step change from onset
163,0,seepage,SEG-D,0.9468,quadratic growth from onset
163,1,evaporation,TK-03,0.00583,FREE VENT - PV valve missing/stuck open
163,1,evaporation,loading bays,0.004839,vapour displaced from road tankers
163,1,leakage,SEG-B,0.504,step change from onset
163,1,seepage,SEG-D,1.1696,quadratic growth from onset
163,2,evaporation,TK-03,0.000201,FREE VENT - PV valve missing/stuck open
163,2,evaporation,TK-04,0.002209,"PV valve, set 2.5 kPa"
163,2,evaporation,loading bays,0.001943,vapour displaced from road tankers
163,2,leakage,SEG-B,0.288,step change from onset
163,2,seepage,SEG-D,0.6684,quadratic growth from onset
164,0,evaporation,TK-03,0.000209,FREE VENT - PV valve missing/stuck open
164,0,evaporation,TK-05,0.004296,"PV valve, set 2.5 kPa"
164,0,evaporation,loading bays,0.003382,vapour displaced from road tankers
164,0,leakage,SEG-B,0.408,step change from onset
164,0,seepage,SEG-D,0.9629,quadratic growth from onset
164,1,evaporation,TK-01,0.006344,"PV valve, set 2.5 kPa"
164,1,evaporation,TK-03,0.000255,FREE VENT - PV valve missing/stuck open
164,1,evaporation,loading bays,0.004508,vapour displaced from road tankers
164,1,leakage,SEG-B,0.504,step change from onset
164,1,seepage,SEG-D,1.1895,quadratic growth from onset
164,2,evaporation,TK-02,0.001974,"PV valve, set 2.5 kPa"
164,2,evaporation,TK-03,0.000203,FREE VENT - PV valve missing/stuck open
164,2,evaporation,loading bays,0.00252,vapour displaced from road tankers
164,2,leakage,SEG-B,0.288,step change from onset
164,2,seepage,SEG-D,0.6797,quadratic growth from onset
165,0,evaporation,TK-03,0.00021,FREE VENT - PV valve missing/stuck open
165,0,evaporation,TK-04,0.003928,"PV valve, set 2.5 kPa"
165,0,evaporation,loading bays,0.002682,vapour displaced from road tankers
165,0,leakage,SEG-B,0.408,step change from onset
165,0,seepage,SEG-D,0.9792,quadratic growth from onset
165,1,evaporation,TK-03,0.0003,FREE VENT - PV valve missing/stuck open
165,1,evaporation,TK-05,0.006009,"PV valve, set 2.5 kPa"
165,1,evaporation,loading bays,0.004906,vapour displaced from road tankers
165,1,leakage,SEG-B,0.504,step change from onset
165,1,seepage,SEG-D,1.2096,quadratic growth from onset
165,2,evaporation,TK-03,0.002899,FREE VENT - PV valve missing/stuck open
165,2,evaporation,loading bays,0.002405,vapour displaced from road tankers
165,2,leakage,SEG-B,0.288,step change from onset
165,2,seepage,SEG-D,0.6912,quadratic growth from onset
166,0,evaporation,TK-02,0.003978,"PV valve, set 2.5 kPa"
166,0,evaporation,TK-03,0.000208,FREE VENT - PV valve missing/stuck open
166,0,evaporation,loading bays,0.002327,vapour displaced from road tankers
166,0,leakage,SEG-B,0.408,step change from onset
166,0,seepage,SEG-D,0.9956,quadratic growth from onset
166,1,evaporation,TK-01,0.006416,"PV valve, set 2.5 kPa"
166,1,evaporation,TK-03,0.000266,FREE VENT - PV valve missing/stuck open
166,1,evaporation,loading bays,0.004912,vapour displaced from road tankers
166,1,leakage,SEG-B,0.504,step change from onset
166,1,seepage,SEG-D,1.2298,quadratic growth from onset
166,2,evaporation,TK-03,0.000229,FREE VENT - PV valve missing/stuck open
166,2,evaporation,TK-04,0.002891,"PV valve, set 2.5 kPa"
166,2,evaporation,loading bays,0.002044,vapour displaced from road tankers
166,2,leakage,SEG-B,0.288,step change from onset
166,2,seepage,SEG-D,0.7028,quadratic growth from onset
167,0,evaporation,TK-03,0.00022,FREE VENT - PV valve missing/stuck open
167,0,evaporation,TK-05,0.003639,"PV valve, set 2.5 kPa"
167,0,evaporation,loading bays,0.002903,vapour displaced from road tankers
167,0,leakage,SEG-B,0.408,step change from onset
167,0,seepage,SEG-D,1.0121,quadratic growth from onset
167,1,evaporation,TK-03,0.005641,FREE VENT - PV valve missing/stuck open
167,1,evaporation,loading bays,0.004081,vapour displaced from road tankers
167,1,leakage,SEG-B,0.504,step change from onset
167,1,seepage,SEG-D,1.2503,quadratic growth from onset
167,2,evaporation,TK-02,0.003028,"PV valve, set 2.5 kPa"
167,2,evaporation,TK-03,0.0002,FREE VENT - PV valve missing/stuck open
167,2,evaporation,loading bays,0.002332,vapour displaced from road tankers
167,2,leakage,SEG-B,0.288,step change from onset
167,2,seepage,SEG-D,0.7144,quadratic growth from onset
168,0,evaporation,TK-03,0.000184,FREE VENT - PV valve missing/stuck open
168,0,evaporation,TK-04,0.003196,"PV valve, set 2.5 kPa"
168,0,evaporation,loading bays,0.002749,vapour displaced from road tankers
168,0,leakage,SEG-B,0.408,step change from onset
168,0,seepage,SEG-D,1.0288,quadratic growth from onset
168,1,evaporation,TK-03,0.000259,FREE VENT - PV valve missing/stuck open
168,1,evaporation,TK-05,0.005199,"PV valve, set 2.5 kPa"
168,1,evaporation,loading bays,0.004374,vapour displaced from road tankers
168,1,leakage,SEG-B,0.504,step change from onset
168,1,seepage,SEG-D,1.2708,quadratic growth from onset
168,2,evaporation,TK-01,0.001968,"PV valve, set 2.5 kPa"
168,2,evaporation,TK-03,0.000199,FREE VENT - PV valve missing/stuck open
168,2,evaporation,loading bays,0.00192,vapour displaced from road tankers
168,2,leakage,SEG-B,0.288,step change from onset
168,2,seepage,SEG-D,0.7262,quadratic growth from onset
169,0,evaporation,TK-02,0.00268,"PV valve, set 2.5 kPa"
169,0,evaporation,TK-03,0.00019,FREE VENT - PV valve missing/stuck open
169,0,evaporation,loading bays,0.00266,vapour displaced from road tankers
169,0,leakage,SEG-B,0.408,step change from onset
169,0,seepage,SEG-D,1.0456,quadratic growth from onset
169,1,evaporation,TK-03,0.000286,FREE VENT - PV valve missing/stuck open
169,1,evaporation,TK-04,0.006002,"PV valve, set 2.5 kPa"
169,1,evaporation,loading bays,0.005885,vapour displaced from road tankers
169,1,leakage,SEG-B,0.504,step change from onset
169,1,seepage,SEG-D,1.2916,quadratic growth from onset
169,2,evaporation,TK-01,0.002444,"PV valve, set 2.5 kPa"
169,2,evaporation,TK-03,0.000216,FREE VENT - PV valve missing/stuck open
169,2,evaporation,loading bays,0.00218,vapour displaced from road tankers
169,2,leakage,SEG-B,0.288,step change from onset
169,2,seepage,SEG-D,0.738,quadratic growth from onset
170,0,evaporation,TK-03,0.000234,FREE VENT - PV valve missing/stuck open
170,0,evaporation,TK-05,0.003759,"PV valve, set 2.5 kPa"
170,0,evaporation,loading bays,0.002683,vapour displaced from road tankers
170,0,leakage,SEG-B,0.408,step change from onset
170,0,seepage,SEG-D,1.0625,quadratic growth from onset
170,1,evaporation,TK-03,0.006009,FREE VENT - PV valve missing/stuck open
170,1,evaporation,loading bays,0.005241,vapour displaced from road tankers
170,1,leakage,SEG-B,0.504,step change from onset
170,1,seepage,SEG-D,1.3125,quadratic growth from onset
170,2,evaporation,TK-02,0.002471,"PV valve, set 2.5 kPa"
170,2,evaporation,TK-03,0.0002,FREE VENT - PV valve missing/stuck open
170,2,evaporation,loading bays,0.002343,vapour displaced from road tankers
170,2,leakage,SEG-B,0.288,step change from onset
170,2,seepage,SEG-D,0.75,quadratic growth from onset
171,0,evaporation,TK-01,0.003839,"PV valve, set 2.5 kPa"
171,0,evaporation,TK-03,0.000196,FREE VENT - PV valve missing/stuck open
171,0,evaporation,loading bays,0.003243,vapour displaced from road tankers
171,0,leakage,SEG-B,0.408,step change from onset
171,0,seepage,SEG-D,1.0796,quadratic growth from onset
